rank,fecha_alerta,client_id,familia,tipo_alerta,label_m0,canal,motivo,impacto_estimado,score_prioridad,dias_restantes,estado,provincia,last_order_date,prob_pedido_7d,cusum_score,anomaly_score,anomaly_type,zscore_30d
556,2026-05-10,5430,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 90 días de media. Último pedido hace 215 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 0%.,43.43,65.145,-125.0,pendiente,Lleida,2025-05-28,0.0,,,,
557,2026-05-10,1000102237,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 13 días de media. Último pedido hace 39 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 0%.,43.37,65.055,-24.7,pendiente,Barcelona,2025-11-20,0.0,,,,
558,2026-05-10,1000076288,Familia C1,A1,leal,Televendedor,Cliente leal. Pide Familia C1 cada 77 días de media. Último pedido hace 94 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 8%.,43.1,64.65,-17.0,pendiente,Barcelona,2025-09-26,0.0787,,,,
559,2026-05-10,30628,Familia C1,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C1. Lleva 45 días sin pedir (media: 44 días). Ratio captura actual: 21% del potencial.,35.85,64.53,,pendiente,Castellón,2025-11-14,,,,,
560,2026-05-10,1000082331,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 36 días de media. Último pedido hace 262 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 0%.,42.19,63.285,-215.9,pendiente,Alicante,2025-04-11,0.0,,,,
561,2026-05-10,27665,Familia C1,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C1. Lleva 70 días sin pedir (media: 50 días). Ratio captura actual: 20% del potencial.,34.98,62.964,,pendiente,Madrid,2025-10-20,,,,,
562,2026-05-10,42121,Familia C2,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C2 cada 106 días de media. Último pedido hace 116 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 4%.,41.51,62.265,-16.4,pendiente,Málaga,2025-09-04,0.0448,,,,
563,2026-05-10,1000082600,Familia T1,A4,promiscuo,Delegado,Anomalía en Familia T1 (score: -0.013). Tipo: patron_anomalo_general. Lleva 10 días sin pedir (media: 31 días). Ratio: 12% del potencial.,27.65,62.2125,,pendiente,Barcelona,2025-12-19,,,-0.012662962749428464,patron_anomalo_general,
564,2026-05-10,42709,Familia C1,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C1. Lleva 117 días sin pedir (media: 58 días). Ratio captura actual: 20% del potencial.,34.41,61.938,,pendiente,Madrid,2025-09-03,,,,,
565,2026-05-10,1000061999,Familia C1,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C1. Lleva 59 días sin pedir (media: 58 días). Ratio captura actual: 28% del potencial.,34.35,61.83,,pendiente,Málaga,2025-10-31,,,,,
566,2026-05-10,1000081823,Familia C1,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C1. Lleva 194 días sin pedir (media: 146 días). Ratio captura actual: 20% del potencial.,34.28,61.704,,pendiente,Madrid,2025-06-18,,,,,
567,2026-05-10,1000101796,Familia C2,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C2. Lleva 55 días sin pedir (media: 51 días). Ratio captura actual: 29% del potencial.,34.12,61.416,,pendiente,Zaragoza,2025-11-04,,,,,
568,2026-05-10,9810,Familia C2,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C2. Lleva 192 días sin pedir (media: 136 días). Ratio captura actual: 29% del potencial.,34.12,61.416,,pendiente,Las Palmas,2025-06-20,,,,,
569,2026-05-10,1000079403,Familia C2,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C2 cada 101 días de media. Último pedido hace 189 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 0%.,40.49,60.735,-88.0,pendiente,Madrid,2025-06-23,0.001,,,,
570,2026-05-10,30200,Familia T1,A4,promiscuo,Delegado,Anomalía en Familia T1 (score: -0.018). Tipo: silencio_excesivo. Lleva 307 días sin pedir (media: 4 días). Ratio: 12% del potencial.,26.88,60.48,,pendiente,Madrid,2025-02-25,,,-0.017775841612670318,silencio_excesivo,
571,2026-05-10,12515,Familia C1,A1,leal,Televendedor,Cliente leal. Pide Familia C1 cada 74 días de media. Último pedido hace 172 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 0%.,40.31,60.465,-86.6,pendiente,Granada,2025-07-10,0.0,,,,
572,2026-05-10,1000072481,Familia C1,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C1. Lleva 152 días sin pedir (media: 117 días). Ratio captura actual: 25% del potencial.,33.5,60.3,,pendiente,Barcelona,2025-07-30,,,,,
573,2026-05-10,1000080084,Familia C1,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C1. Lleva 61 días sin pedir (media: 57 días). Ratio captura actual: 25% del potencial.,33.49,60.282,,pendiente,Madrid,2025-10-29,,,,,
574,2026-05-10,1000070145,Familia C1,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C1. Lleva 76 días sin pedir (media: 55 días). Ratio captura actual: 25% del potencial.,33.49,60.282,,pendiente,Almería,2025-10-14,,,,,
575,2026-05-10,15587,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 107 días de media. Último pedido hace 213 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 0%.,40.07,60.105,-106.0,pendiente,Sevilla,2025-05-30,0.0003,,,,
576,2026-05-10,1000075869,Familia T1,A4,promiscuo,Delegado,"Anomalía en Familia T1 (score: -0.020). Tipo: caida_volumen_aguda, tendencia_negativa_sostenida. Lleva 26 días sin pedir (media: 24 días). Ratio: 6% del potencial.",26.57,59.7825,,pendiente,Valencia,2025-12-03,,,-0.019868751092488646,caida_volumen_aguda|tendencia_negativa_sostenida,
577,2026-05-10,1000079002,Familia C1,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C1. Lleva 83 días sin pedir (media: 63 días). Ratio captura actual: 20% del potencial.,33.18,59.724,,pendiente,Sevilla,2025-10-07,,,,,
578,2026-05-10,14832,Familia C1,A1,leal,Televendedor,Cliente leal. Pide Familia C1 cada 98 días de media. Último pedido hace 117 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 7%.,39.52,59.28,-26.0,pendiente,Barcelona,2025-09-03,0.0681,,,,
579,2026-05-10,1000082418,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 114 días de media. Último pedido hace 214 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 0%.,39.22,58.83,-100.0,pendiente,Valencia,2025-05-29,0.0008,,,,
580,2026-05-10,1000101085,Familia C1,A1,leal,Televendedor,Cliente leal. Pide Familia C1 cada 77 días de media. Último pedido hace 83 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 17%.,39.22,58.83,-6.3,pendiente,León,2025-10-07,0.1696,,,,
581,2026-05-10,2771,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 70 días de media. Último pedido hace 200 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 0%.,39.22,58.83,-130.0,pendiente,Madrid,2025-06-12,0.0,,,,
582,2026-05-10,1000082780,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 150 días de media. Último pedido hace 179 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 5%.,39.22,58.83,-29.0,pendiente,Córdoba,2025-07-03,0.0478,,,,
583,2026-05-10,1000100020,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 35 días de media. Último pedido hace 52 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 4%.,39.22,58.83,-20.5,pendiente,Zaragoza,2025-11-07,0.0416,,,,
584,2026-05-10,1000100577,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 82 días de media. Último pedido hace 89 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 4%.,39.22,58.83,-7.3,pendiente,Albacete,2025-10-01,0.0399,,,,
585,2026-05-10,21547,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 117 días de media. Último pedido hace 238 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 0%.,39.22,58.83,-91.5,pendiente,Madrid,2025-05-05,0.0002,,,,
586,2026-05-10,1000082104,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 120 días de media. Último pedido hace 110 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 8%.,39.22,58.83,-34.2,pendiente,Alicante,2025-09-10,0.0762,,,,
587,2026-05-10,1000081433,Familia C1,A1,leal,Televendedor,Cliente leal. Pide Familia C1 cada 85 días de media. Último pedido hace 115 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 5%.,39.22,58.83,-30.0,pendiente,Murcia,2025-09-05,0.0505,,,,
588,2026-05-10,1000076396,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 32 días de media. Último pedido hace 62 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 0%.,39.22,58.83,-30.0,pendiente,Navarra,2025-10-28,0.0008,,,,
589,2026-05-10,1000072731,Familia C1,A1,leal,Televendedor,Cliente leal. Pide Familia C1 cada 74 días de media. Último pedido hace 90 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 9%.,39.22,58.83,-31.4,pendiente,Madrid,2025-09-30,0.0854,,,,
590,2026-05-10,1000078163,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 109 días de media. Último pedido hace 129 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 7%.,39.22,58.83,-1.3,pendiente,Valladolid,2025-08-22,0.0659,,,,
591,2026-05-10,10826,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 86 días de media. Último pedido hace 119 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 4%.,39.22,58.83,-33.5,pendiente,Zaragoza,2025-09-01,0.0448,,,,
592,2026-05-10,19307,Familia C1,A1,leal,Televendedor,Cliente leal. Pide Familia C1 cada 67 días de media. Último pedido hace 67 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 21%.,39.22,58.83,-0.2,pendiente,Gipúzkoa,2025-10-23,0.2091,,,,
593,2026-05-10,1000059595,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 98 días de media. Último pedido hace 173 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 0%.,39.22,58.83,-71.6,pendiente,Madrid,2025-07-09,0.0027,,,,
594,2026-05-10,1000079622,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 82 días de media. Último pedido hace 90 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 6%.,39.22,58.83,-8.3,pendiente,Tarragona,2025-09-30,0.0628,,,,
595,2026-05-10,34055,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 79 días de media. Último pedido hace 236 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 0%.,39.22,58.83,-157.0,pendiente,Granada,2025-05-07,0.0,,,,
596,2026-05-10,40089,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 139 días de media. Último pedido hace 210 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 1%.,39.22,58.83,-71.0,pendiente,Almería,2025-06-02,0.0136,,,,
597,2026-05-10,1000074521,Familia C1,A1,leal,Televendedor,Cliente leal. Pide Familia C1 cada 66 días de media. Último pedido hace 103 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 2%.,39.22,58.83,-41.7,pendiente,Vizcaya,2025-09-17,0.0233,,,,
598,2026-05-10,4254,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 117 días de media. Último pedido hace 236 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 0%.,39.22,58.83,-119.0,pendiente,Madrid,2025-05-07,0.0002,,,,
599,2026-05-10,39653,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 174 días de media. Último pedido hace 179 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 5%.,39.22,58.83,-5.0,pendiente,Madrid,2025-07-03,0.0528,,,,
600,2026-05-10,33393,Familia C1,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C1. Lleva 67 días sin pedir (media: 47 días). Ratio captura actual: 19% del potencial.,32.31,58.158,,pendiente,Madrid,2025-10-23,,,,,
601,2026-05-10,18590,Familia T1,A4,promiscuo,Delegado,"Anomalía en Familia T1 (score: -0.042). Tipo: silencio_excesivo, reduccion_familias_activas. Lleva 339 días sin pedir (media: 7 días). Ratio: 12% del potencial.",25.8,58.05,,pendiente,Asturias,2025-01-24,,,-0.041929633616281325,silencio_excesivo|reduccion_familias_activas,
602,2026-05-10,1000075403,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 44 días de media. Último pedido hace 270 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 0%.,38.67,58.005,-243.6,pendiente,Zaragoza,2025-04-03,0.0,,,,
603,2026-05-10,42035,Familia C2,A3,leal,Delegado,Fuga sostenida en Familia C2 (leal). Señales: CUSUM (-3179.87); slope 90d (-318.019). Ratio: 21% del potencial.,25.59,57.5775,,pendiente,Granada,2025-12-18,,-3179.8746,,,
604,2026-05-10,26450,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 140 días de media. Último pedido hace 173 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 5%.,38.17,57.255,-33.0,pendiente,Valencia,2025-07-09,0.0456,,,,
605,2026-05-10,43126,Familia C1,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C1. Lleva 101 días sin pedir (media: 71 días). Ratio captura actual: 19% del potencial.,31.58,56.844,,pendiente,Sevilla,2025-09-19,,,,,
606,2026-05-10,37994,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 79 días de media. Último pedido hace 98 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 7%.,37.81,56.715,-28.8,pendiente,Madrid,2025-09-22,0.0669,,,,
607,2026-05-10,1641,Familia C2,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C2 cada 49 días de media. Último pedido hace 301 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 0%.,37.75,56.625,-252.0,pendiente,Navarra,2025-03-03,0.0,,,,
608,2026-05-10,15819,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 92 días de media. Último pedido hace 94 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 3%.,37.59,56.385,-13.0,pendiente,Madrid,2025-09-26,0.0268,,,,
609,2026-05-10,1000080161,Familia C1,A1,leal,Televendedor,Cliente leal. Pide Familia C1 cada 32 días de media. Último pedido hace 251 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 0%.,37.33,55.995,-218.7,pendiente,Madrid,2025-04-22,0.0,,,,
610,2026-05-10,1000037112,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 88 días de media. Último pedido hace 178 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 2%.,37.08,55.62,-69.3,pendiente,Madrid,2025-07-04,0.0173,,,,
611,2026-05-10,38579,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 39 días de media. Último pedido hace 46 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 10%.,36.82,55.23,-13.8,pendiente,Sevilla,2025-11-13,0.1026,,,,
612,2026-05-10,1000100929,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 127 días de media. Último pedido hace 109 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 7%.,36.82,55.23,-17.3,pendiente,Sta.Cruz Tenerife,2025-09-11,0.0681,,,,
613,2026-05-10,1000101598,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 92 días de media. Último pedido hace 152 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 1%.,36.82,55.23,-51.8,pendiente,Madrid,2025-07-30,0.0073,,,,
614,2026-05-10,1000059960,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 126 días de media. Último pedido hace 224 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 0%.,36.82,55.23,-112.0,pendiente,Valencia,2025-05-19,0.002,,,,
615,2026-05-10,32268,Familia C2,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C2. Lleva 234 días sin pedir (media: 116 días). Ratio captura actual: 34% del potencial.,30.58,55.044,,pendiente,Madrid,2025-05-09,,,,,
616,2026-05-10,39653,Familia C2,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C2 cada 134 días de media. Último pedido hace 179 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 3%.,36.36,54.54,-21.8,pendiente,Madrid,2025-07-03,0.0336,,,,
617,2026-05-10,1000070581,Familia C2,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C2 cada 43 días de media. Último pedido hace 61 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 8%.,36.36,54.54,-18.5,pendiente,Madrid,2025-10-29,0.0794,,,,
618,2026-05-10,6211,Familia C2,A1,leal,Televendedor,Cliente leal. Pide Familia C2 cada 70 días de media. Último pedido hace 207 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 0%.,36.36,54.54,-137.0,pendiente,Barcelona,2025-06-05,0.0,,,,
619,2026-05-10,39166,Familia C2,A1,leal,Televendedor,Cliente leal. Pide Familia C2 cada 72 días de media. Último pedido hace 91 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 7%.,36.36,54.54,-34.1,pendiente,Sevilla,2025-09-29,0.0748,,,,
620,2026-05-10,1000100321,Familia C2,A1,leal,Televendedor,Cliente leal. Pide Familia C2 cada 88 días de media. Último pedido hace 119 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 3%.,36.36,54.54,-31.5,pendiente,Badajoz,2025-09-01,0.0276,,,,
621,2026-05-10,25409,Familia C2,A1,leal,Televendedor,Cliente leal. Pide Familia C2 cada 78 días de media. Último pedido hace 199 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 0%.,36.36,54.54,-121.0,pendiente,Cáceres,2025-06-13,0.0,,,,
622,2026-05-10,29805,Familia C2,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C2 cada 34 días de media. Último pedido hace 314 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 0%.,36.36,54.54,-275.0,pendiente,Sevilla,2025-02-18,0.0,,,,
623,2026-05-10,1000078194,Familia C2,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C2 cada 6 días de media. Último pedido hace 25 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 0%.,36.36,54.54,-13.4,pendiente,Madrid,2025-12-04,0.0,,,,
624,2026-05-10,1000066450,Familia C2,A1,leal,Televendedor,Cliente leal. Pide Familia C2 cada 80 días de media. Último pedido hace 81 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 10%.,36.36,54.54,-1.3,pendiente,Madrid,2025-10-09,0.0961,,,,
625,2026-05-10,16074,Familia C2,A1,leal,Televendedor,Cliente leal. Pide Familia C2 cada 47 días de media. Último pedido hace 213 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 0%.,36.36,54.54,-166.0,pendiente,Madrid,2025-05-30,0.0,,,,
626,2026-05-10,1000078406,Familia C2,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C2 cada 153 días de media. Último pedido hace 179 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 5%.,36.36,54.54,-26.0,pendiente,Madrid,2025-07-03,0.0495,,,,
627,2026-05-10,1000082477,Familia C1,A3,leal,Delegado,Fuga sostenida en Familia C1 (leal). Señales: CUSUM (-81.45); slope 90d (-8.164). Ratio: 17% del potencial.,24.18,54.405,,pendiente,Sta.Cruz Tenerife,2025-12-18,,-81.4545,,,
628,2026-05-10,7648,Familia C1,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C1. Lleva 209 días sin pedir (media: 134 días). Ratio captura actual: 23% del potencial.,30.11,54.198,,pendiente,León,2025-06-03,,,,,
629,2026-05-10,30628,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 44 días de media. Último pedido hace 45 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 14%.,35.85,53.775,-0.7,pendiente,Castellón,2025-11-14,0.1403,,,,
630,2026-05-10,9520,Familia C2,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C2. Lleva 203 días sin pedir (media: 132 días). Ratio captura actual: 33% del potencial.,29.45,53.01,,pendiente,Barcelona,2025-06-09,,,,,
631,2026-05-10,1000100498,Familia C2,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C2. Lleva 112 días sin pedir (media: 109 días). Ratio captura actual: 33% del potencial.,29.45,53.01,,pendiente,Vizcaya,2025-09-08,,,,,
632,2026-05-10,41386,Familia C1,A3,leal,Delegado,Fuga sostenida en Familia C1 (leal). Señales: CUSUM (-776.73); slope 90d (-77.684). Ratio: 21% del potencial.,23.4,52.65,,pendiente,Madrid,2025-12-02,,-776.7264,,,
633,2026-05-10,27665,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 50 días de media. Último pedido hace 70 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 6%.,34.98,52.47,-19.5,pendiente,Madrid,2025-10-20,0.0613,,,,
634,2026-05-10,1000101640,Familia C2,A1,leal,Televendedor,Cliente leal. Pide Familia C2 cada 47 días de media. Último pedido hace 52 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 20%.,34.56,51.84,-4.8,pendiente,Zaragoza,2025-11-07,0.2013,,,,
635,2026-05-10,1000080721,Familia T1,A4,leal,Delegado,Anomalía en Familia T1 (score: -0.001). Tipo: silencio_excesivo. Lleva 286 días sin pedir (media: 30 días). Ratio: 4% del potencial.,23.02,51.795,,pendiente,Málaga,2025-03-18,,,-0.0007144520425405032,silencio_excesivo,
636,2026-05-10,42709,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 58 días de media. Último pedido hace 117 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 0%.,34.41,51.615,-47.4,pendiente,Madrid,2025-09-03,0.0003,,,,
637,2026-05-10,1000081823,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 146 días de media. Último pedido hace 194 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 3%.,34.28,51.42,-48.0,pendiente,Madrid,2025-06-18,0.032,,,,
638,2026-05-10,1000064950,Familia C2,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C2 cada 36 días de media. Último pedido hace 27 días. Próximo pedido estimado en 3 días. Prob. pedido 7d: 17%.,164.0,51.25,3.2,pendiente,Barcelona,2025-12-02,0.1734,,,,
639,2026-05-10,9810,Familia C2,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C2 cada 136 días de media. Último pedido hace 192 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 2%.,34.12,51.18,-56.0,pendiente,Las Palmas,2025-06-20,0.0237,,,,
640,2026-05-10,36569,Familia C2,A1,leal,Televendedor,Cliente leal. Pide Familia C2 cada 76 días de media. Último pedido hace 83 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 12%.,34.12,51.18,-7.0,pendiente,Pontevedra,2025-10-07,0.1162,,,,
641,2026-05-10,5273,Familia C2,A1,leal,Televendedor,Cliente leal. Pide Familia C2 cada 112 días de media. Último pedido hace 118 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 9%.,34.12,51.18,-25.3,pendiente,Huelva,2025-09-02,0.0868,,,,
642,2026-05-10,1000101796,Familia C2,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C2 cada 51 días de media. Último pedido hace 55 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 11%.,34.12,51.18,-3.7,pendiente,Zaragoza,2025-11-04,0.1102,,,,
643,2026-05-10,15442,Familia C2,A1,leal,Televendedor,Cliente leal. Pide Familia C2 cada 91 días de media. Último pedido hace 105 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 1%.,34.12,51.18,-18.6,pendiente,Almería,2025-09-15,0.0066,,,,
644,2026-05-10,1000073234,Familia C1,A2,promiscuo,Delegado,Cliente promiscuo en ventana de captura para Familia C1. Lleva 159 días sin pedir (media: 140 días). Ratio captura actual: 23% del potencial.,28.22,50.796,,pendiente,Huelva,2025-07-23,,,,,
645,2026-05-10,1000072481,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 117 días de media. Último pedido hace 152 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 4%.,33.5,50.25,-9.1,pendiente,Barcelona,2025-07-30,0.0436,,,,
646,2026-05-10,1000080084,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 57 días de media. Último pedido hace 61 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 10%.,33.49,50.235,-2.0,pendiente,Madrid,2025-10-29,0.1021,,,,
647,2026-05-10,1000070145,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 55 días de media. Último pedido hace 76 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 7%.,33.49,50.235,-21.4,pendiente,Almería,2025-10-14,0.0664,,,,
648,2026-05-10,1000079002,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 63 días de media. Último pedido hace 83 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 5%.,33.18,49.77,-20.0,pendiente,Sevilla,2025-10-07,0.0537,,,,
649,2026-05-10,37331,Familia C1,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C1 cada 23 días de media. Último pedido hace 53 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 3%.,33.18,49.77,-32.2,pendiente,Badajoz,2025-11-06,0.0265,,,,
650,2026-05-10,9243,Familia C1,A1,leal,Televendedor,Cliente leal. Pide Familia C1 cada 49 días de media. Último pedido hace 32 días. Próximo pedido estimado en 1 días. Prob. pedido 7d: 11%.,54.69,49.7182,1.1,pendiente,Barcelona,2025-11-27,0.1132,,,,
651,2026-05-10,29716,Familia C2,A1,promiscuo,Televendedor,Cliente promiscuo. Pide Familia C2 cada 31 días de media. Último pedido hace 231 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 0%.,33.13,49.695,-200.0,pendiente,Pontevedra,2025-05-12,0.0,,,,
652,2026-05-10,1000082189,Familia C2,A1,leal,Televendedor,Cliente leal. Pide Familia C2 cada 61 días de media. Último pedido hace 55 días. Próximo pedido estimado en 0 días. Prob. pedido 7d: 15%.,33.13,49.695,-1.5,pendiente,Madrid,2025-11-04,0.154,,,,
653,2026-05-10,1000071556,Familia C1,A3,leal,Delegado,Fuga sostenida en Familia C1 (leal). Señales: CUSUM (-885.63); slope 90d (-88.579). Ratio: 20% del potencial.,22.06,49.635,,pendiente,Madrid,2025-12-10,,-885.634,,,
