Id.Cliente,Familia,Categoria Productos,Potencial
1000076593,Bioseguridad,Categoria C2,1667.3400000000001
1000076598,Anestesia,Categoria C1,2223.12
1000076598,Biomateriales,Categoria C2,5548.38
1000076598,Bioseguridad,Categoria C2,1086.44
1000076599,Anestesia,Categoria C1,1802.3600000000001
1000076599,Biomateriales,Categoria C2,4625.22
1000076599,Bioseguridad,Categoria C2,879.2
1000076606,Anestesia,Categoria C1,1802.3600000000001
1000076606,Biomateriales,Categoria C2,2669
1000076606,Bioseguridad,Categoria C2,879.2
1000076608,Anestesia,Categoria C1,2223.12
1000076608,Biomateriales,Categoria C2,0
1000076608,Bioseguridad,Categoria C2,1086.44
1000076617,Anestesia,Categoria C1,2223.12
1000076617,Biomateriales,Categoria C2,2775.76
1000076617,Bioseguridad,Categoria C2,1086.44
1000076619,Anestesia,Categoria C1,1802.3600000000001
1000076619,Biomateriales,Categoria C2,3698.92
1000076619,Bioseguridad,Categoria C2,879.2
1000076624,Anestesia,Categoria C1,1802.3600000000001
1000076624,Biomateriales,Categoria C2,0
1000076624,Bioseguridad,Categoria C2,879.2
1000076626,Anestesia,Categoria C1,1802.3600000000001
1000076626,Biomateriales,Categoria C2,2311.04
1000076626,Bioseguridad,Categoria C2,879.2
1000076630,Anestesia,Categoria C1,2223.12
1000076630,Biomateriales,Categoria C2,7397.84
1000076630,Bioseguridad,Categoria C2,1086.44
1000076631,Anestesia,Categoria C1,2223.12
1000076631,Biomateriales,Categoria C2,3698.92
1000076631,Bioseguridad,Categoria C2,1086.44
1000076633,Anestesia,Categoria C1,3410.04
1000076633,Biomateriales,Categoria C2,16645.14
1000076633,Bioseguridad,Categoria C2,1667.3400000000001
1000076636,Anestesia,Categoria C1,3410.04
1000076636,Biomateriales,Categoria C2,8007
1000076636,Bioseguridad,Categoria C2,1667.3400000000001
1000076639,Anestesia,Categoria C1,2223.12
1000076639,Biomateriales,Categoria C2,5338
1000076639,Bioseguridad,Categoria C2,1086.44
1000076651,Anestesia,Categoria C1,1802.3600000000001
1000076651,Biomateriales,Categoria C2,0
1000076651,Bioseguridad,Categoria C2,879.2
1000076652,Anestesia,Categoria C1,3410.04
1000076652,Biomateriales,Categoria C2,0
1000076652,Bioseguridad,Categoria C2,1667.3400000000001
1000076653,Anestesia,Categoria C1,2223.12
1000076653,Biomateriales,Categoria C2,7397.84
1000076653,Bioseguridad,Categoria C2,1086.44
1000076654,Anestesia,Categoria C1,2223.12
1000076654,Biomateriales,Categoria C2,5338
1000076654,Bioseguridad,Categoria C2,1086.44
1000076656,Anestesia,Categoria C1,2223.12
1000076656,Biomateriales,Categoria C2,5338
1000076656,Bioseguridad,Categoria C2,1086.44
1000076664,Anestesia,Categoria C1,3410.04
1000076664,Biomateriales,Categoria C2,9062.04
1000076664,Bioseguridad,Categoria C2,1667.3400000000001
1000076669,Anestesia,Categoria C1,2223.12
1000076669,Biomateriales,Categoria C2,18494.600000000002
1000076669,Bioseguridad,Categoria C2,1086.44
1000076671,Anestesia,Categoria C1,2223.12
1000076671,Biomateriales,Categoria C2,5338
1000076671,Bioseguridad,Categoria C2,1086.44
1000076675,Anestesia,Categoria C1,2223.12
1000076675,Biomateriales,Categoria C2,12946.220000000001
1000076675,Bioseguridad,Categoria C2,1086.44
1000076677,Anestesia,Categoria C1,2223.12
1000076677,Biomateriales,Categoria C2,7397.84
1000076677,Bioseguridad,Categoria C2,1086.44
1000076679,Anestesia,Categoria C1,2223.12
1000076679,Biomateriales,Categoria C2,5548.38
1000076679,Bioseguridad,Categoria C2,1086.44
1000076681,Anestesia,Categoria C1,3410.04
1000076681,Biomateriales,Categoria C2,8007
1000076681,Bioseguridad,Categoria C2,1667.3400000000001
1000076685,Anestesia,Categoria C1,2223.12
1000076685,Biomateriales,Categoria C2,5338
1000076685,Bioseguridad,Categoria C2,1086.44
1000076689,Anestesia,Categoria C1,3410.04
1000076689,Biomateriales,Categoria C2,7397.84
1000076689,Bioseguridad,Categoria C2,1667.3400000000001
1000076691,Anestesia,Categoria C1,2223.12
1000076691,Biomateriales,Categoria C2,2311.04
1000076691,Bioseguridad,Categoria C2,1086.44
1000076700,Anestesia,Categoria C1,2223.12
1000076700,Biomateriales,Categoria C2,0
1000076700,Bioseguridad,Categoria C2,1086.44
1000076701,Anestesia,Categoria C1,2223.12
1000076701,Biomateriales,Categoria C2,3698.92
1000076701,Bioseguridad,Categoria C2,1086.44
1000076705,Anestesia,Categoria C1,2223.12
1000076705,Biomateriales,Categoria C2,7397.84
1000076705,Bioseguridad,Categoria C2,1086.44
1000076715,Anestesia,Categoria C1,2223.12
1000076715,Biomateriales,Categoria C2,3237.34
1000076715,Bioseguridad,Categoria C2,1086.44
1000076726,Anestesia,Categoria C1,1802.3600000000001
1000076726,Biomateriales,Categoria C2,2669
1000076726,Bioseguridad,Categoria C2,879.2
1000076739,Anestesia,Categoria C1,2223.12
1000076739,Biomateriales,Categoria C2,9247.300000000001
1000076739,Bioseguridad,Categoria C2,1086.44
1000076744,Anestesia,Categoria C1,3410.04
1000076744,Biomateriales,Categoria C2,9247.300000000001
1000076744,Bioseguridad,Categoria C2,1667.3400000000001
1000076746,Anestesia,Categoria C1,1802.3600000000001
1000076746,Biomateriales,Categoria C2,0
1000076746,Bioseguridad,Categoria C2,879.2
1000076747,Anestesia,Categoria C1,2223.12
1000076747,Biomateriales,Categoria C2,7397.84
1000076747,Bioseguridad,Categoria C2,1086.44
1000076753,Anestesia,Categoria C1,1802.3600000000001
1000076753,Biomateriales,Categoria C2,0
1000076753,Bioseguridad,Categoria C2,879.2
1000076754,Anestesia,Categoria C1,2223.12
1000076754,Biomateriales,Categoria C2,5338
1000076754,Bioseguridad,Categoria C2,1086.44
1000076761,Anestesia,Categoria C1,3410.04
1000076761,Biomateriales,Categoria C2,5086.8
1000076761,Bioseguridad,Categoria C2,1667.3400000000001
1000076767,Anestesia,Categoria C1,2223.12
1000076767,Biomateriales,Categoria C2,7397.84
1000076767,Bioseguridad,Categoria C2,1086.44
1000076769,Anestesia,Categoria C1,2223.12
1000076769,Biomateriales,Categoria C2,1478.94
1000076769,Bioseguridad,Categoria C2,1086.44
1000076771,Anestesia,Categoria C1,3410.04
1000076771,Biomateriales,Categoria C2,27741.9
1000076771,Bioseguridad,Categoria C2,1667.3400000000001
1000076772,Anestesia,Categoria C1,1802.3600000000001
1000076772,Biomateriales,Categoria C2,2669
1000076772,Bioseguridad,Categoria C2,879.2
1000076773,Anestesia,Categoria C1,1802.3600000000001
1000076773,Biomateriales,Categoria C2,0
1000076773,Bioseguridad,Categoria C2,879.2
1000076778,Anestesia,Categoria C1,3410.04
1000076778,Biomateriales,Categoria C2,13872.52
1000076778,Bioseguridad,Categoria C2,1667.3400000000001
1000076786,Anestesia,Categoria C1,2223.12
1000076786,Biomateriales,Categoria C2,15813.04
1000076786,Bioseguridad,Categoria C2,1086.44
1000076790,Anestesia,Categoria C1,1802.3600000000001
1000076790,Biomateriales,Categoria C2,5548.38
1000076790,Bioseguridad,Categoria C2,879.2
1000076791,Anestesia,Categoria C1,1802.3600000000001
1000076791,Biomateriales,Categoria C2,4625.22
1000076791,Bioseguridad,Categoria C2,879.2
1000076806,Anestesia,Categoria C1,2223.12
1000076806,Biomateriales,Categoria C2,4625.22
1000076806,Bioseguridad,Categoria C2,1086.44
1000076807,Anestesia,Categoria C1,3410.04
1000076807,Biomateriales,Categoria C2,5548.38
1000076807,Bioseguridad,Categoria C2,1667.3400000000001
1000076814,Anestesia,Categoria C1,2223.12
1000076814,Biomateriales,Categoria C2,7397.84
1000076814,Bioseguridad,Categoria C2,1086.44
1000076821,Anestesia,Categoria C1,2223.12
1000076821,Biomateriales,Categoria C2,16645.14
1000076821,Bioseguridad,Categoria C2,1086.44
1000076824,Anestesia,Categoria C1,3410.04
1000076824,Biomateriales,Categoria C2,8007
1000076824,Bioseguridad,Categoria C2,1667.3400000000001
1000076868,Anestesia,Categoria C1,2223.12
1000076868,Biomateriales,Categoria C2,5338
1000076868,Bioseguridad,Categoria C2,1086.44
1000076894,Anestesia,Categoria C1,2223.12
1000076894,Biomateriales,Categoria C2,18494.600000000002
1000076894,Bioseguridad,Categoria C2,1086.44
1000076896,Anestesia,Categoria C1,2223.12
1000076896,Biomateriales,Categoria C2,14795.68
1000076896,Bioseguridad,Categoria C2,1086.44
1000076903,Anestesia,Categoria C1,3410.04
1000076903,Biomateriales,Categoria C2,18494.600000000002
1000076903,Bioseguridad,Categoria C2,1667.3400000000001
1000076908,Anestesia,Categoria C1,0
1000076908,Biomateriales,Categoria C2,0
1000076908,Bioseguridad,Categoria C2,0
1000076910,Anestesia,Categoria C1,4546.72
1000076910,Biomateriales,Categoria C2,12946.220000000001
1000076910,Bioseguridad,Categoria C2,2223.12
1000076911,Anestesia,Categoria C1,2223.12
1000076911,Biomateriales,Categoria C2,0
1000076911,Bioseguridad,Categoria C2,1086.44
1000076912,Anestesia,Categoria C1,2223.12
1000076912,Biomateriales,Categoria C2,6474.68
1000076912,Bioseguridad,Categoria C2,1086.44
1000076917,Anestesia,Categoria C1,2223.12
1000076917,Biomateriales,Categoria C2,32367.120000000003
1000076917,Bioseguridad,Categoria C2,1086.44
1000076919,Anestesia,Categoria C1,2223.12
1000076919,Biomateriales,Categoria C2,11096.76
1000076919,Bioseguridad,Categoria C2,1086.44
1000076921,Anestesia,Categoria C1,2223.12
1000076921,Biomateriales,Categoria C2,9247.300000000001
1000076921,Bioseguridad,Categoria C2,1086.44
1000076923,Anestesia,Categoria C1,5683.400000000001
1000076923,Biomateriales,Categoria C2,55483.8
1000076923,Bioseguridad,Categoria C2,2778.9
1000076925,Anestesia,Categoria C1,2223.12
1000076925,Biomateriales,Categoria C2,1849.46
1000076925,Bioseguridad,Categoria C2,1086.44
1000076926,Anestesia,Categoria C1,2223.12
1000076926,Biomateriales,Categoria C2,7397.84
1000076926,Bioseguridad,Categoria C2,1086.44
1000076935,Anestesia,Categoria C1,2223.12
1000076935,Biomateriales,Categoria C2,5338
1000076935,Bioseguridad,Categoria C2,1086.44
1000076946,Anestesia,Categoria C1,2223.12
1000076946,Biomateriales,Categoria C2,1849.46
1000076946,Bioseguridad,Categoria C2,1086.44
1000076950,Anestesia,Categoria C1,2223.12
1000076950,Biomateriales,Categoria C2,2311.04
1000076950,Bioseguridad,Categoria C2,1086.44
1000076953,Anestesia,Categoria C1,2223.12
1000076953,Biomateriales,Categoria C2,0
1000076953,Bioseguridad,Categoria C2,1086.44
1000076954,Anestesia,Categoria C1,1802.3600000000001
1000076954,Biomateriales,Categoria C2,2669
1000076954,Bioseguridad,Categoria C2,879.2
1000076961,Anestesia,Categoria C1,2223.12
1000076961,Biomateriales,Categoria C2,5338
1000076961,Bioseguridad,Categoria C2,1086.44
1000076997,Anestesia,Categoria C1,3410.04
1000076997,Biomateriales,Categoria C2,7397.84
1000076997,Bioseguridad,Categoria C2,1667.3400000000001
1000077000,Anestesia,Categoria C1,2223.12
1000077000,Biomateriales,Categoria C2,5548.38
1000077000,Bioseguridad,Categoria C2,1086.44
1000077002,Anestesia,Categoria C1,3410.04
1000077002,Biomateriales,Categoria C2,13872.52
1000077002,Bioseguridad,Categoria C2,1667.3400000000001
1000077004,Anestesia,Categoria C1,2223.12
1000077004,Biomateriales,Categoria C2,9247.300000000001
1000077004,Bioseguridad,Categoria C2,1086.44
1000077009,Anestesia,Categoria C1,3410.04
1000077009,Biomateriales,Categoria C2,3698.92
1000077009,Bioseguridad,Categoria C2,1667.3400000000001
1000077018,Anestesia,Categoria C1,2223.12
1000077018,Biomateriales,Categoria C2,9247.300000000001
1000077018,Bioseguridad,Categoria C2,1086.44
1000077024,Anestesia,Categoria C1,2223.12
1000077024,Biomateriales,Categoria C2,0
1000077024,Bioseguridad,Categoria C2,1086.44
1000077031,Anestesia,Categoria C1,2223.12
1000077031,Biomateriales,Categoria C2,0
1000077031,Bioseguridad,Categoria C2,1086.44
1000077036,Anestesia,Categoria C1,2223.12
1000077036,Biomateriales,Categoria C2,5338
1000077036,Bioseguridad,Categoria C2,1086.44
1000077058,Anestesia,Categoria C1,3410.04
1000077058,Biomateriales,Categoria C2,13872.52
1000077058,Bioseguridad,Categoria C2,1667.3400000000001
1000077059,Anestesia,Categoria C1,2223.12
1000077059,Biomateriales,Categoria C2,5338
1000077059,Bioseguridad,Categoria C2,1086.44
1000077064,Anestesia,Categoria C1,2223.12
1000077064,Biomateriales,Categoria C2,5338
1000077064,Bioseguridad,Categoria C2,1086.44
1000077065,Anestesia,Categoria C1,2223.12
1000077065,Biomateriales,Categoria C2,0
1000077065,Bioseguridad,Categoria C2,1086.44
1000077080,Anestesia,Categoria C1,2223.12
1000077080,Biomateriales,Categoria C2,5338
1000077080,Bioseguridad,Categoria C2,1086.44
1000077081,Anestesia,Categoria C1,2223.12
1000077081,Biomateriales,Categoria C2,11096.76
1000077081,Bioseguridad,Categoria C2,1086.44
1000077082,Anestesia,Categoria C1,3410.04
1000077082,Biomateriales,Categoria C2,0
1000077082,Bioseguridad,Categoria C2,1667.3400000000001
1000077085,Anestesia,Categoria C1,2223.12
1000077085,Biomateriales,Categoria C2,6474.68
1000077085,Bioseguridad,Categoria C2,1086.44
1000077090,Anestesia,Categoria C1,2223.12
1000077090,Biomateriales,Categoria C2,5338
1000077090,Bioseguridad,Categoria C2,1086.44
1000077091,Anestesia,Categoria C1,2223.12
1000077091,Biomateriales,Categoria C2,9247.300000000001
1000077091,Bioseguridad,Categoria C2,1086.44
1000077094,Anestesia,Categoria C1,3410.04
1000077094,Biomateriales,Categoria C2,8007
1000077094,Bioseguridad,Categoria C2,1667.3400000000001
1000077101,Anestesia,Categoria C1,1802.3600000000001
1000077101,Biomateriales,Categoria C2,2669
1000077101,Bioseguridad,Categoria C2,879.2
1000077107,Anestesia,Categoria C1,2223.12
1000077107,Biomateriales,Categoria C2,6474.68
1000077107,Bioseguridad,Categoria C2,1086.44
1000077109,Anestesia,Categoria C1,2223.12
1000077109,Biomateriales,Categoria C2,9247.300000000001
1000077109,Bioseguridad,Categoria C2,1086.44
1000077111,Anestesia,Categoria C1,1802.3600000000001
1000077111,Biomateriales,Categoria C2,2669
1000077111,Bioseguridad,Categoria C2,879.2
1000077122,Anestesia,Categoria C1,1802.3600000000001
1000077122,Biomateriales,Categoria C2,0
1000077122,Bioseguridad,Categoria C2,879.2
1000077124,Anestesia,Categoria C1,3410.04
1000077124,Biomateriales,Categoria C2,9247.300000000001
1000077124,Bioseguridad,Categoria C2,1667.3400000000001
1000077129,Anestesia,Categoria C1,1802.3600000000001
1000077129,Biomateriales,Categoria C2,0
1000077129,Bioseguridad,Categoria C2,879.2
1000077133,Anestesia,Categoria C1,2223.12
1000077133,Biomateriales,Categoria C2,7397.84
1000077133,Bioseguridad,Categoria C2,1086.44
1000077135,Anestesia,Categoria C1,2223.12
1000077135,Biomateriales,Categoria C2,19420.9
1000077135,Bioseguridad,Categoria C2,1086.44
1000077150,Anestesia,Categoria C1,4546.72
1000077150,Biomateriales,Categoria C2,9247.300000000001
1000077150,Bioseguridad,Categoria C2,2223.12
1000077152,Anestesia,Categoria C1,3410.04
1000077152,Biomateriales,Categoria C2,13872.52
1000077152,Bioseguridad,Categoria C2,1667.3400000000001
1000077157,Anestesia,Categoria C1,1802.3600000000001
1000077157,Biomateriales,Categoria C2,0
1000077157,Bioseguridad,Categoria C2,879.2
1000077158,Anestesia,Categoria C1,1802.3600000000001
1000077158,Biomateriales,Categoria C2,3698.92
1000077158,Bioseguridad,Categoria C2,879.2
1000077167,Anestesia,Categoria C1,2223.12
1000077167,Biomateriales,Categoria C2,10173.6
1000077167,Bioseguridad,Categoria C2,1086.44
1000077171,Anestesia,Categoria C1,2223.12
1000077171,Biomateriales,Categoria C2,5338
1000077171,Bioseguridad,Categoria C2,1086.44
1000077172,Anestesia,Categoria C1,2223.12
1000077172,Biomateriales,Categoria C2,8324.140000000001
1000077172,Bioseguridad,Categoria C2,1086.44
1000077173,Anestesia,Categoria C1,2223.12
1000077173,Biomateriales,Categoria C2,6009.96
1000077173,Bioseguridad,Categoria C2,1086.44
1000077183,Anestesia,Categoria C1,2223.12
1000077183,Biomateriales,Categoria C2,4625.22
1000077183,Bioseguridad,Categoria C2,1086.44
1000077190,Anestesia,Categoria C1,2223.12
1000077190,Biomateriales,Categoria C2,5338
1000077190,Bioseguridad,Categoria C2,1086.44
1000077196,Anestesia,Categoria C1,2223.12
1000077196,Biomateriales,Categoria C2,5338
1000077196,Bioseguridad,Categoria C2,1086.44
1000077205,Anestesia,Categoria C1,3410.04
1000077205,Biomateriales,Categoria C2,13872.52
1000077205,Bioseguridad,Categoria C2,1667.3400000000001
1000077215,Anestesia,Categoria C1,3410.04
1000077215,Biomateriales,Categoria C2,27741.9
1000077215,Bioseguridad,Categoria C2,1667.3400000000001
1000077222,Anestesia,Categoria C1,3410.04
1000077222,Biomateriales,Categoria C2,19511.96
1000077222,Bioseguridad,Categoria C2,1667.3400000000001
1000077228,Anestesia,Categoria C1,1802.3600000000001
1000077228,Biomateriales,Categoria C2,1387.88
1000077228,Bioseguridad,Categoria C2,879.2
1000077231,Anestesia,Categoria C1,2223.12
1000077231,Biomateriales,Categoria C2,9247.300000000001
1000077231,Bioseguridad,Categoria C2,1086.44
1000077233,Anestesia,Categoria C1,1802.3600000000001
1000077233,Biomateriales,Categoria C2,0
1000077233,Bioseguridad,Categoria C2,879.2
1000077246,Anestesia,Categoria C1,2223.12
1000077246,Biomateriales,Categoria C2,0
1000077246,Bioseguridad,Categoria C2,1086.44
1000077252,Anestesia,Categoria C1,3410.04
1000077252,Biomateriales,Categoria C2,13872.52
1000077252,Bioseguridad,Categoria C2,1667.3400000000001
1000077259,Anestesia,Categoria C1,3410.04
1000077259,Biomateriales,Categoria C2,5548.38
1000077259,Bioseguridad,Categoria C2,1667.3400000000001
1000077267,Anestesia,Categoria C1,1802.3600000000001
1000077267,Biomateriales,Categoria C2,2669
1000077267,Bioseguridad,Categoria C2,879.2
1000077269,Anestesia,Categoria C1,2223.12
1000077269,Biomateriales,Categoria C2,0
1000077269,Bioseguridad,Categoria C2,1086.44
1000077273,Anestesia,Categoria C1,2223.12
1000077273,Biomateriales,Categoria C2,6474.68
1000077273,Bioseguridad,Categoria C2,1086.44
1000077285,Anestesia,Categoria C1,0
1000077285,Biomateriales,Categoria C2,0
1000077285,Bioseguridad,Categoria C2,0
1000077287,Anestesia,Categoria C1,2223.12
1000077287,Biomateriales,Categoria C2,0
1000077287,Bioseguridad,Categoria C2,1086.44
1000077291,Anestesia,Categoria C1,2223.12
1000077291,Biomateriales,Categoria C2,9247.300000000001
1000077291,Bioseguridad,Categoria C2,1086.44
1000077299,Anestesia,Categoria C1,3410.04
1000077299,Biomateriales,Categoria C2,8007
1000077299,Bioseguridad,Categoria C2,1667.3400000000001
1000077327,Anestesia,Categoria C1,3410.04
1000077327,Biomateriales,Categoria C2,4625.22
1000077327,Bioseguridad,Categoria C2,1667.3400000000001
1000077338,Anestesia,Categoria C1,2223.12
1000077338,Biomateriales,Categoria C2,5338
1000077338,Bioseguridad,Categoria C2,1086.44
1000077358,Anestesia,Categoria C1,2223.12
1000077358,Biomateriales,Categoria C2,9247.300000000001
1000077358,Bioseguridad,Categoria C2,1086.44
1000077359,Anestesia,Categoria C1,3410.04
1000077359,Biomateriales,Categoria C2,9247.300000000001
1000077359,Bioseguridad,Categoria C2,1667.3400000000001
1000077362,Anestesia,Categoria C1,2223.12
1000077362,Biomateriales,Categoria C2,5338
1000077362,Bioseguridad,Categoria C2,1086.44
1000077367,Anestesia,Categoria C1,2223.12
1000077367,Biomateriales,Categoria C2,0
1000077367,Bioseguridad,Categoria C2,1086.44
1000077380,Anestesia,Categoria C1,2223.12
1000077380,Biomateriales,Categoria C2,0
1000077380,Bioseguridad,Categoria C2,1086.44
1000077389,Anestesia,Categoria C1,2223.12
1000077389,Biomateriales,Categoria C2,0
1000077389,Bioseguridad,Categoria C2,1086.44
1000077396,Anestesia,Categoria C1,2223.12
1000077396,Biomateriales,Categoria C2,4625.22
1000077396,Bioseguridad,Categoria C2,1086.44
1000077397,Anestesia,Categoria C1,1802.3600000000001
1000077397,Biomateriales,Categoria C2,2669
1000077397,Bioseguridad,Categoria C2,879.2
1000077398,Anestesia,Categoria C1,2223.12
1000077398,Biomateriales,Categoria C2,5548.38
1000077398,Bioseguridad,Categoria C2,1086.44
1000077399,Anestesia,Categoria C1,2223.12
1000077399,Biomateriales,Categoria C2,5338
1000077399,Bioseguridad,Categoria C2,1086.44
1000077411,Anestesia,Categoria C1,1802.3600000000001
1000077411,Biomateriales,Categoria C2,2669
1000077411,Bioseguridad,Categoria C2,879.2
1000077426,Anestesia,Categoria C1,2223.12
1000077426,Biomateriales,Categoria C2,5338
1000077426,Bioseguridad,Categoria C2,1086.44
1000077427,Anestesia,Categoria C1,2223.12
1000077427,Biomateriales,Categoria C2,0
1000077427,Bioseguridad,Categoria C2,1086.44
1000077429,Anestesia,Categoria C1,3410.04
1000077429,Biomateriales,Categoria C2,0
1000077429,Bioseguridad,Categoria C2,1667.3400000000001
1000077436,Anestesia,Categoria C1,2223.12
1000077436,Biomateriales,Categoria C2,10173.6
1000077436,Bioseguridad,Categoria C2,1086.44
1000077440,Anestesia,Categoria C1,2223.12
1000077440,Biomateriales,Categoria C2,5338
1000077440,Bioseguridad,Categoria C2,1086.44
1000077442,Anestesia,Categoria C1,1802.3600000000001
1000077442,Biomateriales,Categoria C2,2669
1000077442,Bioseguridad,Categoria C2,879.2
1000077444,Anestesia,Categoria C1,4546.72
1000077444,Biomateriales,Categoria C2,9247.300000000001
1000077444,Bioseguridad,Categoria C2,2223.12
1000077452,Anestesia,Categoria C1,2223.12
1000077452,Biomateriales,Categoria C2,5338
1000077452,Bioseguridad,Categoria C2,1086.44
1000077453,Anestesia,Categoria C1,2223.12
1000077453,Biomateriales,Categoria C2,5338
1000077453,Bioseguridad,Categoria C2,1086.44
1000077454,Anestesia,Categoria C1,2223.12
1000077454,Biomateriales,Categoria C2,0
1000077454,Bioseguridad,Categoria C2,1086.44
1000077455,Anestesia,Categoria C1,2223.12
1000077455,Biomateriales,Categoria C2,20805.64
1000077455,Bioseguridad,Categoria C2,1086.44
1000077456,Anestesia,Categoria C1,2223.12
1000077456,Biomateriales,Categoria C2,3698.92
1000077456,Bioseguridad,Categoria C2,1086.44
1000077457,Anestesia,Categoria C1,1802.3600000000001
1000077457,Biomateriales,Categoria C2,13872.52
1000077457,Bioseguridad,Categoria C2,879.2
1000077462,Anestesia,Categoria C1,2223.12
1000077462,Biomateriales,Categoria C2,9247.300000000001
1000077462,Bioseguridad,Categoria C2,1086.44
1000077463,Anestesia,Categoria C1,2223.12
1000077463,Biomateriales,Categoria C2,5086.8
1000077463,Bioseguridad,Categoria C2,1086.44
1000077470,Anestesia,Categoria C1,2223.12
1000077470,Biomateriales,Categoria C2,9247.300000000001
1000077470,Bioseguridad,Categoria C2,1086.44
1000077486,Anestesia,Categoria C1,2223.12
1000077486,Biomateriales,Categoria C2,0
1000077486,Bioseguridad,Categoria C2,1086.44
1000077490,Anestesia,Categoria C1,1802.3600000000001
1000077490,Biomateriales,Categoria C2,0
1000077490,Bioseguridad,Categoria C2,879.2
1000077491,Anestesia,Categoria C1,1802.3600000000001
1000077491,Biomateriales,Categoria C2,0
1000077491,Bioseguridad,Categoria C2,879.2
1000077496,Anestesia,Categoria C1,1802.3600000000001
1000077496,Biomateriales,Categoria C2,0
1000077496,Bioseguridad,Categoria C2,879.2
1000077497,Anestesia,Categoria C1,1802.3600000000001
1000077497,Biomateriales,Categoria C2,0
1000077497,Bioseguridad,Categoria C2,879.2
1000077505,Anestesia,Categoria C1,2223.12
1000077505,Biomateriales,Categoria C2,18494.600000000002
1000077505,Bioseguridad,Categoria C2,1086.44
1000077506,Anestesia,Categoria C1,2223.12
1000077506,Biomateriales,Categoria C2,18494.600000000002
1000077506,Bioseguridad,Categoria C2,1086.44
1000077509,Anestesia,Categoria C1,3410.04
1000077509,Biomateriales,Categoria C2,7397.84
1000077509,Bioseguridad,Categoria C2,1667.3400000000001
1000077513,Anestesia,Categoria C1,2223.12
1000077513,Biomateriales,Categoria C2,7397.84
1000077513,Bioseguridad,Categoria C2,1086.44
1000077517,Anestesia,Categoria C1,2223.12
1000077517,Biomateriales,Categoria C2,5548.38
1000077517,Bioseguridad,Categoria C2,1086.44
1000077523,Anestesia,Categoria C1,2223.12
1000077523,Biomateriales,Categoria C2,2311.04
1000077523,Bioseguridad,Categoria C2,1086.44
1000077525,Anestesia,Categoria C1,2223.12
1000077525,Biomateriales,Categoria C2,1849.46
1000077525,Bioseguridad,Categoria C2,1086.44
1000077528,Anestesia,Categoria C1,2223.12
1000077528,Biomateriales,Categoria C2,13872.52
1000077528,Bioseguridad,Categoria C2,1086.44
1000077538,Anestesia,Categoria C1,2223.12
1000077538,Biomateriales,Categoria C2,27741.9
1000077538,Bioseguridad,Categoria C2,1086.44
1000077542,Anestesia,Categoria C1,2223.12
1000077542,Biomateriales,Categoria C2,5548.38
1000077542,Bioseguridad,Categoria C2,1086.44
1000077547,Anestesia,Categoria C1,4546.72
1000077547,Biomateriales,Categoria C2,10676
1000077547,Bioseguridad,Categoria C2,2223.12
1000077557,Anestesia,Categoria C1,1802.3600000000001
1000077557,Biomateriales,Categoria C2,0
1000077557,Bioseguridad,Categoria C2,879.2
1000077559,Anestesia,Categoria C1,2223.12
1000077559,Biomateriales,Categoria C2,1849.46
1000077559,Bioseguridad,Categoria C2,1086.44
1000077565,Anestesia,Categoria C1,2223.12
1000077565,Biomateriales,Categoria C2,7397.84
1000077565,Bioseguridad,Categoria C2,1086.44
1000077576,Anestesia,Categoria C1,3410.04
1000077576,Biomateriales,Categoria C2,27741.9
1000077576,Bioseguridad,Categoria C2,1667.3400000000001
1000077582,Anestesia,Categoria C1,2223.12
1000077582,Biomateriales,Categoria C2,5338
1000077582,Bioseguridad,Categoria C2,1086.44
1000077587,Anestesia,Categoria C1,1802.3600000000001
1000077587,Biomateriales,Categoria C2,9247.300000000001
1000077587,Bioseguridad,Categoria C2,879.2
1000077601,Anestesia,Categoria C1,2223.12
1000077601,Biomateriales,Categoria C2,0
1000077601,Bioseguridad,Categoria C2,1086.44
1000077602,Anestesia,Categoria C1,3410.04
1000077602,Biomateriales,Categoria C2,8007
1000077602,Bioseguridad,Categoria C2,1667.3400000000001
1000077606,Anestesia,Categoria C1,3410.04
1000077606,Biomateriales,Categoria C2,8007
1000077606,Bioseguridad,Categoria C2,1667.3400000000001
1000077611,Anestesia,Categoria C1,2223.12
1000077611,Biomateriales,Categoria C2,5338
1000077611,Bioseguridad,Categoria C2,1086.44
1000077612,Anestesia,Categoria C1,2223.12
1000077612,Biomateriales,Categoria C2,5338
1000077612,Bioseguridad,Categoria C2,1086.44
1000077628,Anestesia,Categoria C1,2223.12
1000077628,Biomateriales,Categoria C2,5548.38
1000077628,Bioseguridad,Categoria C2,1086.44
1000077629,Anestesia,Categoria C1,1802.3600000000001
1000077629,Biomateriales,Categoria C2,0
1000077629,Bioseguridad,Categoria C2,879.2
1000077638,Anestesia,Categoria C1,2223.12
1000077638,Biomateriales,Categoria C2,5548.38
1000077638,Bioseguridad,Categoria C2,1086.44
1000077639,Anestesia,Categoria C1,2223.12
1000077639,Biomateriales,Categoria C2,5338
1000077639,Bioseguridad,Categoria C2,1086.44
1000077648,Anestesia,Categoria C1,2223.12
1000077648,Biomateriales,Categoria C2,5338
1000077648,Bioseguridad,Categoria C2,1086.44
1000077664,Anestesia,Categoria C1,2223.12
1000077664,Biomateriales,Categoria C2,7397.84
1000077664,Bioseguridad,Categoria C2,1086.44
